Chromosome,Arm,Band,Abnormality,CaseCount,Type,Morph_code
17,q,10,der,2,unbalanced,1801
17,q,10,der,2,unbalanced,1708
17,q,10,der,5,unbalanced,1702
17,p,13,der,2,unbalanced,1802
17,p,13,der,2,unbalanced,3111
17,p,13,der,2,unbalanced,1802
17,p,13,der,2,unbalanced,1820
17,p,13,der,2,unbalanced,1602
17,p,13,der,2,unbalanced,1107
17,p,13,der,2,unbalanced,8813
17,p,13,der,5,unbalanced,1101
17,p,13,der,2,unbalanced,1103
17,p,13,der,2,unbalanced,1802
17,p,13,der,2,unbalanced,1101
17,p,13,der,2,unbalanced,1101
17,p,13,dic,2,unbalanced,1802
17,p,13,dic,2,unbalanced,1501
17,p,13,r,2,unbalanced,1101
17,q,10,der,2,unbalanced,1101
17,p,13,der,2,unbalanced,5211
17,q,10,der,2,unbalanced,3111
17,q,10,der,2,unbalanced,1103
17,q,10,der,3,unbalanced,3111
17,p,10,der,2,unbalanced,1101
17,q,10,der,2,unbalanced,1202
17,q,10,der,6,unbalanced,1802
17,q,10,der,2,unbalanced,1501
17,q,10,der,2,unbalanced,1802
17,q,10,der,2,unbalanced,3003
17,q,10,der,4,unbalanced,1101
17,q,10,der,2,unbalanced,1101
17,q,10,der,2,unbalanced,1104
17,q,10,der,2,unbalanced,1106
17,q,10,der,2,unbalanced,1802
17,q,10,der,3,unbalanced,1101
17,q,10,der,10,unbalanced,1202
17,q,10,der,3,unbalanced,3111
17,q,10,der,2,unbalanced,1802
17,q,10,der,3,unbalanced,1702
17,q,10,der,2,unbalanced,1602
17,q,10,der,2,unbalanced,1602
17,q,10,der,2,unbalanced,1710
17,q,10,der,6,unbalanced,1802
17,q,10,der,4,unbalanced,3111
17,q,10,der,3,unbalanced,1101
17,q,10,der,2,unbalanced,1802
17,q,10,der,4,unbalanced,1101
17,q,10,der,2,unbalanced,1602
17,q,10,der,4,unbalanced,3111
17,q,10,der,2,unbalanced,1801
17,q,10,der,2,unbalanced,1702
17,q,10,der,2,unbalanced,1501
17,q,10,der,2,unbalanced,1602
17,q,10,der,2,unbalanced,8804
17,q,10,der,2,unbalanced,1101
17,q,10,der,7,unbalanced,1101
17,p,13,der,2,unbalanced,1820
17,p,13,der,2,unbalanced,1101
17,p,13,der,2,unbalanced,1104
17,p,13,add,8,unbalanced,8710
17,p,13,add,3,unbalanced,8725
17,p,13,add,2,unbalanced,8734
17,p,13,add,3,unbalanced,8740
17,p,13,add,2,unbalanced,8899
17,p,13,del,16,unbalanced,1101
17,p,13,add,3,unbalanced,8634
17,p,13,del,2,unbalanced,1103
17,p,13,del,2,unbalanced,1109
17,p,13,del,2,unbalanced,1202
17,p,13,del,2,unbalanced,1501
17,p,13,del,2,unbalanced,1521
17,p,13,del,6,unbalanced,1602
17,p,13,del,6,unbalanced,1702
17,p,13,del,2,unbalanced,1108
17,p,13,add,2,unbalanced,8541
17,p,13,add,2,unbalanced,8322
17,p,13,add,2,unbalanced,8004
17,p,13,add,2,unbalanced,1926
17,p,13,add,3,unbalanced,2003
17,p,13,add,2,unbalanced,2005
17,p,13,add,2,unbalanced,2410
17,p,13,add,2,unbalanced,3103
17,p,13,add,5,unbalanced,3111
17,p,13,add,3,unbalanced,3111
17,p,13,add,4,unbalanced,3111
17,p,13,add,2,unbalanced,3111
17,p,13,add,2,unbalanced,3111
17,p,13,add,7,unbalanced,3111
17,p,13,add,4,unbalanced,3111
17,p,13,add,2,unbalanced,3135
17,p,13,add,4,unbalanced,3903
17,p,13,add,4,unbalanced,5104
17,p,13,del,2,unbalanced,1801
17,p,13,del,11,unbalanced,1802
17,p,13,del,2,unbalanced,1808
17,p,13,del,4,unbalanced,1810
17,p,13,del,6,unbalanced,1602
17,p,13,del,3,unbalanced,1702
17,p,13,del,4,unbalanced,1802
17,p,13,del,3,unbalanced,1820
17,p,13,del,5,unbalanced,1101
17,p,13,del,2,unbalanced,1107
17,p,13,del,2,unbalanced,1602
17,p,13,del,6,unbalanced,1101
17,p,13,del,6,unbalanced,1101
17,p,13,del,3,unbalanced,1802
17,p,13,del,3,unbalanced,1802
17,p,13,der,2,unbalanced,1802
17,p,13,der,2,unbalanced,1802
17,p,13,der,2,unbalanced,1802
17,p,13,der,3,unbalanced,1602
17,p,13,del,2,unbalanced,1505
17,q,10,der,2,unbalanced,1501
17,p,13,del,9,unbalanced,1101
17,q,24,t,3,balanced,1808
17,p,13,del,5,unbalanced,1820
17,p,13,del,2,unbalanced,3111
17,p,13,del,7,unbalanced,3111
17,p,13,del,2,unbalanced,3111
17,p,13,del,5,unbalanced,3111
17,p,13,del,4,unbalanced,5104
17,p,13,del,3,unbalanced,6011
17,q,24,del,2,unbalanced,1404
17,q,24,del,2,unbalanced,1112
17,q,24,add,2,unbalanced,1820
17,q,24,add,5,unbalanced,1702
17,q,24,add,2,unbalanced,1602
17,q,24,t,2,balanced,8304
17,q,24,t,2,balanced,1203
17,q,24,t,2,balanced,5199
17,p,13,del,2,unbalanced,9016
17,p,13,add,5,unbalanced,1922
17,q,10,der,21,unbalanced,1802
17,q,10,der,4,unbalanced,1101
17,p,11,add,9,unbalanced,1113
17,p,11,add,7,unbalanced,1112
17,p,11,add,2,unbalanced,1109
17,p,11,add,4,unbalanced,1108
17,p,11,add,6,unbalanced,1107
17,p,11,add,2,unbalanced,1106
17,p,11,add,10,unbalanced,1202
17,p,11,add,20,unbalanced,1104
17,p,11,add,5,unbalanced,1102
17,p,11,add,87,unbalanced,1101
17,q,11,t,2,balanced,1104
17,q,11,t,2,balanced,1101
17,p,11,t,2,balanced,1802
17,q,11,t,2,balanced,1112
17,p,11,add,8,unbalanced,1103
17,p,11,add,2,unbalanced,1301
17,p,11,add,26,unbalanced,1501
17,p,11,add,2,unbalanced,1505
17,q,10,i,4,unbalanced,5211
17,q,10,i,15,unbalanced,5220
17,q,10,i,39,unbalanced,5220
17,q,10,i,2,unbalanced,5220
17,q,10,i,2,unbalanced,6011
17,q,10,i,2,unbalanced,8541
17,q,10,i,2,unbalanced,8622
17,q,10,i,2,unbalanced,8740
17,q,10,i,2,unbalanced,8810
17,q,10,ider,30,unbalanced,1106
17,q,10,ider,13,unbalanced,1106
17,q,10,ider,30,unbalanced,1106
17,q,10,ider,11,unbalanced,1101
17,q,10,ider,5,unbalanced,1106
17,p,11,add,2,unbalanced,1507
17,q,11,t,109,balanced,1106
17,q,10,i,2,unbalanced,5104
17,q,11,t,10,balanced,1101
17,q,11,t,8,balanced,1602
17,q,23,add,3,unbalanced,1104
17,q,23,add,2,unbalanced,1602
17,q,23,add,2,unbalanced,1702
17,q,23,add,5,unbalanced,1802
17,q,23,add,3,unbalanced,3111
17,q,23,add,2,unbalanced,8522
17,q,23,add,9,unbalanced,1101
17,q,23,add,2,unbalanced,8804
17,q,23,del,3,unbalanced,1801
17,q,23,del,4,unbalanced,1802
17,q,23,del,3,unbalanced,1810
17,q,23,del,3,unbalanced,1820
17,q,23,del,3,unbalanced,1926
17,q,23,der,2,unbalanced,1820
17,q,23,del,3,unbalanced,1104
17,q,23,t,3,balanced,3111
17,q,23,t,4,balanced,1113
17,q,23,t,2,balanced,1203
17,q,11,t,2,balanced,1101
17,q,11,t,3,balanced,1101
17,q,11,t,2,balanced,1101
17,p,11,t,2,balanced,8813
17,p,11,t,2,balanced,1203
17,q,11,t,2,balanced,1906
17,q,11,t,2,balanced,1602
17,q,11,t,2,balanced,8813
17,q,11,t,2,balanced,1101
17,p,11,inv,2,balanced,1101
17,q,23,t,2,balanced,1802
17,q,23,t,2,balanced,1101
17,q,23,t,3,balanced,1104
17,q,23,t,4,balanced,1602
17,q,23,t,2,balanced,1203
17,p,11,t,2,balanced,1202
17,q,10,i,7,unbalanced,5104
17,q,10,i,2,unbalanced,3905
17,q,10,i,2,unbalanced,3903
17,q,10,i,7,unbalanced,1301
17,q,10,i,13,unbalanced,1302
17,q,10,i,22,unbalanced,1401
17,q,10,i,3,unbalanced,1402
17,q,10,i,7,unbalanced,1403
17,q,10,i,2,unbalanced,1406
17,q,10,i,31,unbalanced,1203
17,q,10,i,14,unbalanced,1501
17,q,10,i,2,unbalanced,1507
17,q,10,i,14,unbalanced,1509
17,q,10,i,7,unbalanced,1521
17,q,10,i,171,unbalanced,1602
17,q,10,i,7,unbalanced,1702
17,q,10,i,2,unbalanced,1708
17,q,10,i,9,unbalanced,1505
17,q,10,i,413,unbalanced,1202
17,q,10,i,8,unbalanced,1113
17,q,10,i,9,unbalanced,1112
17,q,10,der,3,unbalanced,1104
17,q,10,der,3,unbalanced,1602
17,q,10,der,2,unbalanced,1801
17,q,10,der,5,unbalanced,1802
17,q,10,der,4,unbalanced,1101
17,p,10,i,2,unbalanced,1602
17,p,10,i,2,unbalanced,3121
17,q,10,i,5,unbalanced,1020
17,q,10,i,97,unbalanced,1101
17,q,10,i,12,unbalanced,1102
17,q,10,i,13,unbalanced,1103
17,q,10,i,28,unbalanced,1104
17,q,10,i,20,unbalanced,1106
17,q,10,i,19,unbalanced,1107
17,q,10,i,3,unbalanced,1108
17,q,10,i,19,unbalanced,1801
17,q,10,i,64,unbalanced,1802
17,q,10,i,2,unbalanced,1804
17,q,10,i,13,unbalanced,1808
17,q,10,i,2,unbalanced,3111
17,q,10,i,6,unbalanced,3111
17,q,10,i,6,unbalanced,3111
17,q,10,i,3,unbalanced,3111
17,q,10,i,36,unbalanced,3111
17,q,10,i,8,unbalanced,3111
17,q,10,i,12,unbalanced,3111
17,q,10,i,17,unbalanced,3111
17,q,10,i,2,unbalanced,3111
17,q,10,i,3,unbalanced,3121
17,q,10,i,5,unbalanced,3121
17,q,10,i,13,unbalanced,3135
17,q,10,i,2,unbalanced,3199
17,q,10,i,3,unbalanced,3902
17,q,10,i,2,unbalanced,3902
17,q,10,i,2,unbalanced,3107
17,q,10,der,2,unbalanced,1101
17,q,10,i,2,unbalanced,3104
17,q,10,i,4,unbalanced,3003
17,q,10,i,56,unbalanced,1810
17,q,10,i,10,unbalanced,1816
17,q,10,i,40,unbalanced,1820
17,q,10,i,7,unbalanced,1822
17,q,10,i,5,unbalanced,1901
17,q,10,i,15,unbalanced,1906
17,q,10,i,5,unbalanced,1908
17,q,10,i,2,unbalanced,1910
17,q,10,i,2,unbalanced,1912
17,q,10,i,4,unbalanced,1914
17,q,10,i,2,unbalanced,1918
17,q,10,i,4,unbalanced,1922
17,q,10,i,2,unbalanced,1926
17,q,10,i,5,unbalanced,2005
17,q,10,i,4,unbalanced,2430
17,q,10,i,3,unbalanced,3102
17,p,13,add,3,unbalanced,1908
17,p,13,add,2,unbalanced,1906
17,p,13,add,2,unbalanced,1902
17,q,21,der,2,unbalanced,1106
17,q,21,der,2,unbalanced,1106
17,q,21,der,2,unbalanced,1203
17,q,21,der,2,unbalanced,1802
17,q,21,der,2,unbalanced,1602
17,q,21,der,43,unbalanced,1106
17,q,21,der,2,unbalanced,1101
17,q,21,der,14,unbalanced,1101
17,q,21,der,2,unbalanced,1101
17,q,21,der,2,unbalanced,1802
17,q,21,der,2,unbalanced,5213
17,q,21,der,2,unbalanced,1802
17,q,21,der,2,unbalanced,1602
17,q,21,der,3,unbalanced,1101
17,q,21,der,35,unbalanced,1106
17,q,21,der,3,unbalanced,1101
17,q,21,der,2,unbalanced,1602
17,q,21,der,2,unbalanced,3111
17,p,11,add,3,unbalanced,1519
17,p,11,add,11,unbalanced,1509
17,q,21,ider,4,unbalanced,1106
17,q,21,ider,5,unbalanced,1106
17,q,21,ider,11,unbalanced,1101
17,q,21,ider,30,unbalanced,1106
17,q,21,dup,2,unbalanced,1820
17,q,21,dup,4,unbalanced,1602
17,q,21,der,2,unbalanced,1602
17,q,21,der,8,unbalanced,8128
17,q,21,der,2,unbalanced,1101
17,q,21,der,2,unbalanced,1101
17,q,21,der,2,unbalanced,3111
17,q,21,der,2,unbalanced,3111
17,q,21,der,2,unbalanced,1602
17,q,21,der,2,unbalanced,1802
17,p,11,add,3,unbalanced,1521
17,q,21,der,2,unbalanced,5213
17,q,21,der,3,unbalanced,1101
17,q,21,add,2,unbalanced,1802
17,q,21,add,3,unbalanced,1801
17,q,21,add,2,unbalanced,1702
17,q,21,add,2,unbalanced,1112
17,q,21,add,5,unbalanced,1106
17,q,21,add,3,unbalanced,1103
17,q,21,add,2,unbalanced,1808
17,q,21,add,4,unbalanced,1101
17,q,21,t,9,balanced,1602
17,q,21,t,3,balanced,1106
17,q,21,t,3,balanced,1106
17,q,21,t,2,balanced,1106
17,q,21,t,3,balanced,1106
17,q,21,t,285,balanced,1106
17,q,21,t,2,balanced,8128
17,q,21,add,2,unbalanced,1906
17,q,21,add,2,unbalanced,3111
17,q,21,del,2,unbalanced,1106
17,q,21,der,3,unbalanced,5213
17,q,21,der,6,unbalanced,1810
17,q,21,der,2,unbalanced,1602
17,q,21,der,3,unbalanced,5213
17,q,21,der,4,unbalanced,5213
17,q,21,del,2,unbalanced,1602
17,q,21,del,2,unbalanced,8522
17,q,21,del,2,unbalanced,1802
17,q,21,del,5,unbalanced,1602
17,q,21,del,2,unbalanced,1108
17,q,21,del,3,unbalanced,1107
17,q,21,del,2,unbalanced,1104
17,q,21,del,3,unbalanced,1103
17,q,21,del,2,unbalanced,1101
17,q,21,del,2,unbalanced,1820
17,q,21,der,2,unbalanced,8522
17,p,11,add,34,unbalanced,1602
17,p,11,add,32,unbalanced,1702
17,p,11,add,10,unbalanced,1801
17,p,11,del,14,unbalanced,1104
17,p,11,del,5,unbalanced,1103
17,p,11,del,4,unbalanced,1102
17,p,11,del,29,unbalanced,1101
17,p,11,del,2,unbalanced,1020
17,q,11,add,2,unbalanced,8516
17,p,11,del,8,unbalanced,1107
17,q,11,add,2,unbalanced,3111
17,q,11,add,2,unbalanced,1106
17,q,11,add,2,unbalanced,1101
17,p,11,add,2,unbalanced,9029
17,p,11,add,7,unbalanced,8710
17,p,11,add,2,unbalanced,8634
17,p,11,add,2,unbalanced,8622
17,q,11,add,2,unbalanced,1602
17,p,11,del,3,unbalanced,1108
17,p,11,del,2,unbalanced,1110
17,p,11,del,4,unbalanced,1112
17,p,11,del,3,unbalanced,1814
17,p,11,del,17,unbalanced,1810
17,p,11,del,9,unbalanced,1808
17,p,11,del,2,unbalanced,1804
17,p,11,del,26,unbalanced,1802
17,p,11,del,7,unbalanced,1801
17,p,11,del,28,unbalanced,1702
17,p,11,del,58,unbalanced,1602
17,p,11,del,2,unbalanced,1521
17,p,11,del,7,unbalanced,1509
17,p,11,del,4,unbalanced,1505
17,p,11,del,7,unbalanced,1501
17,p,11,del,2,unbalanced,1302
17,p,11,del,8,unbalanced,1202
17,p,11,del,4,unbalanced,1113
17,p,11,add,6,unbalanced,8541
17,p,11,add,3,unbalanced,8522
17,p,11,add,3,unbalanced,8516
17,p,11,add,2,unbalanced,8325
17,p,11,add,9,unbalanced,3111
17,p,11,add,4,unbalanced,3105
17,p,11,add,2,unbalanced,3102
17,p,11,add,2,unbalanced,2410
17,p,11,add,3,unbalanced,1926
17,p,11,add,2,unbalanced,1922
17,p,11,add,3,unbalanced,1906
17,p,11,add,2,unbalanced,1901
17,p,11,add,5,unbalanced,1822
17,p,11,add,36,unbalanced,1820
17,p,11,add,2,unbalanced,1816
17,p,11,add,9,unbalanced,1810
17,p,11,add,7,unbalanced,1808
17,p,11,add,2,unbalanced,1806
17,p,11,add,30,unbalanced,1802
17,p,11,add,3,unbalanced,3111
17,q,21,t,121,balanced,1101
17,p,11,add,8,unbalanced,3111
17,p,11,add,4,unbalanced,3111
17,p,11,add,2,unbalanced,8322
17,p,11,add,2,unbalanced,8319
17,p,11,add,5,unbalanced,8310
17,p,11,add,2,unbalanced,8310
17,p,11,add,3,unbalanced,8137
17,p,11,add,2,unbalanced,8037
17,p,11,add,2,unbalanced,8031
17,p,11,add,2,unbalanced,5220
17,p,11,add,2,unbalanced,5199
17,p,11,add,2,unbalanced,3902
17,p,11,add,2,unbalanced,3121
17,p,11,add,5,unbalanced,3121
17,p,11,add,8,unbalanced,3121
17,p,11,add,2,unbalanced,3119
17,p,11,add,15,unbalanced,3111
17,p,11,add,11,unbalanced,3111
17,q,21,t,3,balanced,1202
17,q,21,t,630,balanced,1106
17,q,21,t,4,balanced,1104
17,q,25,t,2,balanced,1101
17,q,25,t,3,balanced,1602
17,q,25,t,4,balanced,1110
17,q,25,t,6,balanced,1108
17,q,25,t,11,balanced,1107
17,q,25,t,4,balanced,1104
17,q,25,t,10,balanced,1203
17,q,25,t,5,balanced,1103
17,q,25,t,9,balanced,1101
17,q,25,t,8,balanced,1203
17,q,25,t,2,balanced,1202
17,q,25,t,2,balanced,1101
17,q,25,inv,2,balanced,1101
17,p,13,t,2,balanced,8725
17,q,25,t,2,balanced,1102
17,q,25,t,15,balanced,3111
17,q,25,t,2,balanced,8528
17,q,25,add,10,unbalanced,1101
17,q,25,add,24,unbalanced,1820
17,q,25,add,6,unbalanced,1810
17,q,25,add,10,unbalanced,1802
17,q,25,add,5,unbalanced,1801
17,q,25,add,2,unbalanced,1708
17,q,25,add,25,unbalanced,1702
17,q,25,add,15,unbalanced,1602
17,q,25,add,3,unbalanced,1509
17,q,25,add,3,unbalanced,1501
17,q,25,add,2,unbalanced,1202
17,q,25,add,5,unbalanced,1113
17,q,25,add,5,unbalanced,1112
17,q,25,add,2,unbalanced,1107
17,q,25,add,4,unbalanced,1104
17,q,25,add,2,unbalanced,1102
17,p,13,t,2,balanced,8725
17,p,13,t,2,balanced,1203
17,p,13,t,8,balanced,1203
17,p,13,t,2,balanced,8531
17,p,13,add,11,unbalanced,1501
17,p,13,add,4,unbalanced,1505
17,p,13,add,7,unbalanced,1509
17,p,13,add,3,unbalanced,1521
17,p,13,add,17,unbalanced,1602
17,p,13,add,23,unbalanced,1702
17,p,13,add,11,unbalanced,1801
17,p,13,add,27,unbalanced,1802
17,p,13,add,3,unbalanced,1804
17,p,13,add,9,unbalanced,1808
17,p,13,add,17,unbalanced,1810
17,p,13,add,4,unbalanced,1816
17,p,13,add,23,unbalanced,1820
17,p,13,add,5,unbalanced,1822
17,p,13,add,3,unbalanced,1901
17,p,13,add,3,unbalanced,1203
17,q,25,add,2,unbalanced,1822
17,p,13,add,11,unbalanced,1202
17,p,13,add,2,unbalanced,1110
17,p,13,t,16,balanced,8813
17,p,13,t,2,balanced,1702
17,p,13,t,2,balanced,1602
17,p,13,t,3,balanced,1802
17,p,13,t,6,balanced,8725
17,p,13,t,2,balanced,8725
17,p,13,t,6,balanced,1203
17,p,13,add,2,unbalanced,1020
17,p,13,add,51,unbalanced,1101
17,p,13,add,3,unbalanced,1102
17,p,13,add,7,unbalanced,1103
17,p,13,add,14,unbalanced,1104
17,p,13,add,4,unbalanced,1106
17,p,13,add,8,unbalanced,1107
17,p,13,add,7,unbalanced,1108
17,p,13,add,7,unbalanced,1112
17,p,11,del,30,unbalanced,1820
17,q,25,add,2,unbalanced,1830
17,q,25,add,4,unbalanced,1906
17,q,21,t,9,balanced,1203
17,q,21,t,2,balanced,1106
17,q,21,t,2,balanced,1203
17,q,21,t,6,balanced,8813
17,q,21,t,3,balanced,1106
17,q,21,t,2,balanced,1106
17,q,21,t,2,balanced,1602
17,q,21,t,2,balanced,1203
17,q,21,t,2,balanced,1106
17,q,21,t,2,balanced,1106
17,q,21,t,2,balanced,8609
17,q,21,t,2,balanced,1106
17,q,21,ins,2,balanced,1101
17,q,21,ins,2,balanced,1106
17,q,21,t,2,balanced,1814
17,q,21,t,5,balanced,1102
17,q,21,t,6,balanced,1103
17,q,21,t,2,balanced,1101
17,q,21,t,2,balanced,1103
17,q,21,t,22,balanced,1101
17,q,21,t,2,balanced,1020
17,q,21,t,8,balanced,1106
17,q,21,t,4,balanced,1602
17,q,21,t,2,balanced,1202
17,q,21,t,12,balanced,1602
17,q,21,t,5,balanced,1602
17,q,21,t,4,balanced,1110
17,q,21,t,3,balanced,1109
17,q,21,t,7,balanced,1108
17,q,21,t,13,balanced,1107
17,q,21,t,31,balanced,1106
17,q,21,t,2,balanced,1104
17,q,21,t,11,balanced,1101
17,q,21,ins,2,balanced,1106
17,q,21,ins,6,balanced,1106
17,q,21,ins,6,balanced,1106
17,q,25,hsr,3,unbalanced,3111
17,q,25,add,2,unbalanced,8528
17,q,25,add,2,unbalanced,8522
17,q,25,add,2,unbalanced,8516
17,q,25,add,4,unbalanced,8310
17,q,25,add,3,unbalanced,8137
17,q,25,add,2,unbalanced,8116
17,q,25,add,2,unbalanced,5104
17,q,25,add,3,unbalanced,3902
17,q,25,add,5,unbalanced,3111
17,q,25,add,4,unbalanced,3111
17,q,25,add,3,unbalanced,3111
17,q,25,add,2,unbalanced,3111
17,q,25,add,8,unbalanced,3111
17,q,25,add,4,unbalanced,1926
17,q,25,add,2,unbalanced,1908
17,q,25,add,2,unbalanced,8622
17,q,25,add,5,unbalanced,1902
17,q,25,add,2,unbalanced,8634
17,q,25,add,2,unbalanced,8810
17,q,25,dup,3,unbalanced,1602
17,q,25,dup,2,unbalanced,1820
17,q,25,dup,4,unbalanced,1602
17,q,25,dup,2,unbalanced,1107
17,q,25,dup,3,unbalanced,1602
17,q,25,der,4,unbalanced,8528
17,q,25,der,2,unbalanced,3111
17,q,25,der,4,unbalanced,1810
17,q,25,der,3,unbalanced,1702
17,q,25,del,2,unbalanced,3111
17,q,25,del,2,unbalanced,1810
17,q,25,del,4,unbalanced,1602
17,q,25,del,2,unbalanced,1404
17,q,25,del,2,unbalanced,1602
17,q,25,del,2,unbalanced,1101
17,q,25,add,4,unbalanced,8710
17,q,11,t,4,balanced,8625
18,q,21,t,2,balanced,1710
18,q,23,dup,2,unbalanced,1820
18,q,21,del,4,unbalanced,3111
18,q,21,del,4,unbalanced,3135
18,q,21,del,5,unbalanced,5104
18,q,21,del,2,unbalanced,8113
18,q,21,del,2,unbalanced,8804
18,q,21,del,2,unbalanced,8810
18,q,21,del,2,unbalanced,1101
18,q,21,der,2,unbalanced,1820
18,q,21,der,4,unbalanced,1101
18,q,21,del,2,unbalanced,3111
18,q,21,der,2,unbalanced,1602
18,q,21,der,7,unbalanced,1810
18,q,21,der,3,unbalanced,1822
18,q,21,der,2,unbalanced,1810
18,q,21,der,9,unbalanced,1602
18,q,21,der,9,unbalanced,1801
18,q,21,der,2,unbalanced,1802
18,q,21,der,16,unbalanced,1810
18,q,21,der,20,unbalanced,1820
18,q,21,der,5,unbalanced,1822
18,q,21,der,7,unbalanced,1801
18,q,21,der,3,unbalanced,1103
18,q,21,del,13,unbalanced,3111
18,q,21,del,2,unbalanced,1901
18,q,21,add,2,unbalanced,8622
18,q,21,del,2,unbalanced,1702
18,q,21,del,11,unbalanced,1101
18,q,21,del,5,unbalanced,1104
18,q,21,del,3,unbalanced,1107
18,q,21,del,2,unbalanced,1112
18,q,21,del,4,unbalanced,1202
18,q,21,del,2,unbalanced,1501
18,q,21,del,3,unbalanced,1509
18,q,21,del,3,unbalanced,3111
18,q,21,del,2,unbalanced,1519
18,q,21,del,4,unbalanced,1702
18,q,21,del,6,unbalanced,1801
18,q,21,del,6,unbalanced,1802
18,q,21,del,2,unbalanced,1808
18,q,21,del,24,unbalanced,1810
18,q,21,del,2,unbalanced,1818
18,q,21,del,13,unbalanced,1820
18,q,21,del,3,unbalanced,1822
18,q,21,del,2,unbalanced,1840
18,q,21,del,14,unbalanced,1602
18,q,21,der,4,unbalanced,1810
18,q,21,der,2,unbalanced,1810
18,q,21,der,8,unbalanced,1602
18,q,22,del,2,unbalanced,1501
18,q,22,del,2,unbalanced,1602
18,q,22,del,2,unbalanced,1702
18,q,22,del,2,unbalanced,1801
18,q,22,del,2,unbalanced,1802
18,q,22,del,2,unbalanced,1810
18,q,22,del,2,unbalanced,3135
18,q,22,del,2,unbalanced,1808
18,q,22,r,2,unbalanced,1101
18,q,22,del,5,unbalanced,1101
18,q,23,r,2,unbalanced,1101
18,q,12,der,2,unbalanced,1810
18,q,12,del,3,unbalanced,1101
18,q,12,del,2,unbalanced,1101
18,q,12,del,2,unbalanced,1702
18,q,12,del,2,unbalanced,3111
18,q,12,del,2,unbalanced,1810
18,q,12,del,5,unbalanced,1602
18,q,12,del,2,unbalanced,1101
18,q,12,add,3,unbalanced,3111
18,q,12,r,2,unbalanced,1101
18,q,22,del,2,unbalanced,1101
18,q,22,add,3,unbalanced,3111
18,q,22,add,2,unbalanced,1822
18,q,21,der,25,unbalanced,1801
18,q,21,der,4,unbalanced,1802
18,q,21,der,148,unbalanced,1810
18,q,21,der,32,unbalanced,1820
18,q,21,der,13,unbalanced,1822
18,q,21,der,2,unbalanced,1101
18,q,21,ider,2,unbalanced,1801
18,q,21,ider,4,unbalanced,1810
18,q,21,r,3,unbalanced,1101
18,q,22,t,3,balanced,1802
18,q,22,t,2,balanced,1602
18,q,22,t,2,balanced,1802
18,q,22,t,4,balanced,1810
18,q,22,t,4,balanced,1822
18,q,22,add,3,unbalanced,1101
18,q,22,add,2,unbalanced,1501
18,q,22,add,2,unbalanced,1521
18,q,22,add,2,unbalanced,1602
18,q,22,add,5,unbalanced,1702
18,q,22,add,3,unbalanced,1810
18,q,22,add,2,unbalanced,1820
18,q,21,add,2,unbalanced,8325
18,q,12,add,2,unbalanced,1822
18,q,21,add,2,unbalanced,3121
18,q,21,add,2,unbalanced,1910
18,q,10,der,10,unbalanced,1202
18,q,10,der,3,unbalanced,1101
18,q,10,der,2,unbalanced,1802
18,q,10,der,4,unbalanced,1101
18,q,10,der,2,unbalanced,1101
18,q,10,der,2,unbalanced,1702
18,q,10,der,2,unbalanced,1101
18,q,10,der,2,unbalanced,1402
18,p,10,der,3,unbalanced,1402
18,q,10,der,2,unbalanced,1501
18,q,10,der,2,unbalanced,1702
18,q,10,der,2,unbalanced,1702
18,q,21,inv,2,balanced,1101
18,q,21,t,2,balanced,1801
18,q,21,t,2,balanced,1802
18,q,21,t,9,balanced,1810
18,q,21,t,3,balanced,1820
18,q,21,t,7,balanced,1802
18,q,21,t,3,balanced,1810
18,q,21,t,2,balanced,1810
18,q,10,der,2,unbalanced,1802
18,q,21,t,2,balanced,1820
18,q,10,der,21,unbalanced,1802
18,q,10,der,2,unbalanced,1602
18,q,10,ider,4,unbalanced,1810
18,q,10,i,2,unbalanced,2003
18,q,10,i,10,unbalanced,1926
18,q,10,i,2,unbalanced,1901
18,q,10,i,32,unbalanced,1820
18,q,10,i,2,unbalanced,1816
18,q,10,i,2,unbalanced,1814
18,q,10,i,2,unbalanced,1812
18,q,10,i,10,unbalanced,1810
18,q,10,der,5,unbalanced,1101
18,q,10,i,2,unbalanced,1808
18,q,10,i,6,unbalanced,1801
18,q,10,i,4,unbalanced,1702
18,q,10,i,2,unbalanced,1602
18,q,10,i,2,unbalanced,1108
18,q,10,i,2,unbalanced,1104
18,q,10,i,6,unbalanced,1101
18,p,10,i,2,unbalanced,3003
18,q,10,der,3,unbalanced,1101
18,q,10,der,2,unbalanced,1702
18,q,10,i,2,unbalanced,1802
18,q,21,t,2,balanced,1820
18,q,21,t,2,balanced,1104
18,q,21,t,2,balanced,1801
18,q,21,t,3,balanced,1101
18,q,21,t,2,balanced,1202
18,q,21,t,4,balanced,1602
18,q,21,t,3,balanced,1801
18,q,21,t,32,balanced,1802
18,q,21,t,4,balanced,1810
18,q,21,t,3,balanced,1820
18,q,21,add,10,unbalanced,1101
18,q,21,add,2,unbalanced,1107
18,q,21,t,2,balanced,1810
18,q,21,add,2,unbalanced,1112
18,q,21,add,10,unbalanced,1501
18,q,21,add,2,unbalanced,1515
18,q,21,add,12,unbalanced,1602
18,q,21,add,4,unbalanced,1702
18,q,21,add,5,unbalanced,1801
18,q,21,add,3,unbalanced,1808
18,q,21,add,12,unbalanced,1810
18,q,21,add,26,unbalanced,1820
18,q,21,add,3,unbalanced,1822
