Chromosome,Arm,Band,Abnormality,CaseCount,Type,Morph_code
1,q,10,der,2,unbalanced,1702
1,q,21,der,2,unbalanced,1101
1,q,21,der,2,unbalanced,1602
1,q,21,der,3,unbalanced,1702
1,q,21,der,12,unbalanced,3135
1,q,21,der,2,unbalanced,8322
1,q,21,der,11,unbalanced,8740
1,q,21,der,2,unbalanced,1702
1,q,21,der,2,unbalanced,1820
1,q,21,der,2,unbalanced,3135
1,q,21,der,2,unbalanced,1602
1,q,21,der,2,unbalanced,1810
1,q,21,der,3,unbalanced,1202
1,q,21,der,2,unbalanced,1602
1,q,21,der,2,unbalanced,1101
1,q,21,der,2,unbalanced,1820
1,q,21,der,2,unbalanced,5211
1,q,21,der,4,unbalanced,1810
1,q,21,der,2,unbalanced,1814
1,q,21,der,2,unbalanced,1810
1,q,21,der,2,unbalanced,1810
1,q,21,der,2,unbalanced,1822
1,q,21,der,5,unbalanced,3135
1,q,21,der,2,unbalanced,1101
1,q,21,der,5,unbalanced,1702
1,q,21,der,3,unbalanced,1702
1,q,21,der,2,unbalanced,1107
1,q,21,der,2,unbalanced,1602
1,q,21,der,2,unbalanced,1702
1,q,21,der,3,unbalanced,1810
1,q,21,der,2,unbalanced,1602
1,q,21,der,2,unbalanced,1810
1,q,21,der,2,unbalanced,1810
1,q,21,der,2,unbalanced,1810
1,q,21,der,4,unbalanced,1822
1,q,21,der,2,unbalanced,1602
1,q,21,der,2,unbalanced,1820
1,q,21,der,3,unbalanced,1602
1,q,21,der,6,unbalanced,1702
1,q,21,der,4,unbalanced,1810
1,q,21,der,3,unbalanced,1820
1,q,21,der,2,unbalanced,1822
1,q,21,der,2,unbalanced,1101
1,q,21,der,3,unbalanced,1820
1,q,21,der,2,unbalanced,1702
1,q,21,der,4,unbalanced,1113
1,q,21,der,3,unbalanced,1602
1,q,21,der,4,unbalanced,1702
1,q,21,der,4,unbalanced,1602
1,q,21,der,18,unbalanced,1602
1,q,21,der,2,unbalanced,1101
1,q,21,dup,2,unbalanced,1802
1,q,21,dup,3,unbalanced,1810
1,q,21,dup,3,unbalanced,1820
1,q,21,dup,10,unbalanced,1822
1,q,21,dup,2,unbalanced,1020
1,q,21,dup,3,unbalanced,1101
1,q,21,dup,3,unbalanced,1104
1,q,21,dup,2,unbalanced,1403
1,q,21,dup,2,unbalanced,1404
1,q,21,dup,4,unbalanced,1501
1,q,21,dup,52,unbalanced,1602
1,q,21,dup,7,unbalanced,1702
1,q,21,dup,2,unbalanced,1708
1,q,21,dup,6,unbalanced,1801
1,q,21,dup,9,unbalanced,1810
1,q,21,dup,11,unbalanced,1820
1,q,21,dup,24,unbalanced,1822
1,q,21,dup,2,unbalanced,1926
1,q,21,dup,2,unbalanced,3111
1,q,21,dup,4,unbalanced,1602
1,q,21,dup,2,unbalanced,1822
1,q,21,dup,3,unbalanced,1702
1,q,21,der,2,unbalanced,8622
1,q,21,dup,7,unbalanced,1602
1,q,21,dup,6,unbalanced,1820
1,q,21,der,7,unbalanced,1702
1,q,21,der,4,unbalanced,1702
1,q,21,der,2,unbalanced,1101
1,q,21,der,2,unbalanced,1702
1,q,21,der,2,unbalanced,1822
1,q,21,der,2,unbalanced,1602
1,q,21,der,4,unbalanced,1602
1,q,21,der,2,unbalanced,1820
1,q,21,der,3,unbalanced,1820
1,q,21,der,2,unbalanced,3111
1,q,21,der,2,unbalanced,1104
1,q,21,der,2,unbalanced,1521
1,q,21,dup,4,unbalanced,1202
1,q,21,dup,2,unbalanced,1810
1,q,21,dup,2,unbalanced,1810
1,q,21,dup,2,unbalanced,1602
1,q,21,dup,2,unbalanced,1602
1,q,21,dup,2,unbalanced,1801
1,q,21,dup,2,unbalanced,1810
1,q,21,dup,3,unbalanced,1822
1,q,21,dup,4,unbalanced,1810
1,q,21,dup,8,unbalanced,1822
1,q,21,der,2,unbalanced,1501
1,q,21,der,2,unbalanced,1101
1,q,21,der,2,unbalanced,1020
1,q,21,del,3,unbalanced,1112
1,q,21,del,4,unbalanced,1202
1,q,21,del,4,unbalanced,1203
1,q,21,del,2,unbalanced,1403
1,q,21,del,4,unbalanced,1501
1,q,21,del,8,unbalanced,1602
1,q,21,del,13,unbalanced,1702
1,q,21,del,3,unbalanced,1708
1,q,21,del,5,unbalanced,1801
1,q,21,del,5,unbalanced,1802
1,q,21,del,2,unbalanced,1808
1,q,21,del,3,unbalanced,1810
1,q,21,del,7,unbalanced,1820
1,q,21,del,3,unbalanced,1822
1,q,21,del,2,unbalanced,3102
1,q,21,del,2,unbalanced,3105
1,q,21,del,3,unbalanced,3111
1,q,21,del,3,unbalanced,3111
1,q,21,del,2,unbalanced,3111
1,q,21,del,4,unbalanced,3111
1,q,21,del,8,unbalanced,3111
1,q,21,del,2,unbalanced,1110
1,q,21,del,16,unbalanced,3111
1,q,21,del,2,unbalanced,1107
1,q,21,del,5,unbalanced,1104
1,p,21,del,9,unbalanced,3111
1,p,21,del,3,unbalanced,3111
1,p,21,del,3,unbalanced,3111
1,p,21,del,3,unbalanced,3903
1,p,21,del,2,unbalanced,3905
1,p,21,del,2,unbalanced,6011
1,p,21,del,3,unbalanced,8516
1,p,21,del,2,unbalanced,8740
1,p,21,del,2,unbalanced,8804
1,p,21,del,4,unbalanced,8810
1,p,21,del,3,unbalanced,1702
1,p,21,del,5,unbalanced,1702
1,p,21,del,6,unbalanced,1702
1,p,21,del,3,unbalanced,1602
1,p,21,del,17,unbalanced,1702
1,p,21,del,3,unbalanced,1808
1,p,21,del,2,unbalanced,1702
1,p,21,del,2,unbalanced,3111
1,p,21,del,4,unbalanced,1702
1,q,21,del,10,unbalanced,1101
1,q,21,del,2,unbalanced,1102
1,q,21,del,2,unbalanced,1106
1,q,21,del,3,unbalanced,3131
1,q,21,del,2,unbalanced,5104
1,q,21,del,2,unbalanced,5213
1,q,21,der,5,unbalanced,1810
1,q,21,der,2,unbalanced,1602
1,q,21,der,3,unbalanced,1702
1,q,21,der,2,unbalanced,1820
1,q,21,der,2,unbalanced,1602
1,q,21,der,4,unbalanced,1702
1,q,21,der,2,unbalanced,1822
1,q,21,der,5,unbalanced,1702
1,q,21,der,2,unbalanced,1820
1,q,21,der,2,unbalanced,1810
1,q,21,der,3,unbalanced,1602
1,q,21,der,4,unbalanced,1101
1,q,21,der,2,unbalanced,1602
1,q,21,der,2,unbalanced,1702
1,q,21,der,2,unbalanced,1822
1,q,21,der,2,unbalanced,1108
1,q,21,der,2,unbalanced,1113
1,q,21,der,2,unbalanced,1108
1,q,21,der,2,unbalanced,1101
1,q,21,der,2,unbalanced,1101
1,q,21,der,2,unbalanced,1602
1,q,21,der,2,unbalanced,1101
1,q,21,der,4,unbalanced,1820
1,q,21,der,2,unbalanced,1702
1,q,21,der,3,unbalanced,3111
1,q,21,del,3,unbalanced,8037
1,q,21,del,4,unbalanced,8137
1,q,21,del,4,unbalanced,8516
1,q,21,del,4,unbalanced,8541
1,q,21,del,3,unbalanced,8710
1,q,21,del,3,unbalanced,8740
1,q,21,del,2,unbalanced,8810
1,q,21,del,3,unbalanced,1702
1,q,21,del,2,unbalanced,1926
1,q,21,der,2,unbalanced,3111
1,q,21,dup,2,unbalanced,1101
1,q,21,der,6,unbalanced,3111
1,q,21,der,4,unbalanced,1602
1,q,21,der,2,unbalanced,1801
1,q,21,der,21,unbalanced,1810
1,q,21,der,2,unbalanced,1814
1,q,21,der,3,unbalanced,1820
1,q,21,der,2,unbalanced,1926
1,q,21,der,2,unbalanced,1107
1,q,21,der,3,unbalanced,1810
1,q,21,der,4,unbalanced,1602
1,q,21,der,2,unbalanced,1926
1,q,21,der,2,unbalanced,1101
1,q,21,dup,2,unbalanced,1402
1,q,21,dup,2,unbalanced,1403
1,q,21,dup,2,unbalanced,1501
1,p,22,del,2,unbalanced,1702
1,p,22,del,3,unbalanced,1101
1,p,22,del,2,unbalanced,1602
1,p,22,del,2,unbalanced,1702
1,p,22,del,2,unbalanced,1801
1,q,22,del,3,unbalanced,1602
1,q,22,del,3,unbalanced,1702
1,q,22,del,2,unbalanced,1801
1,q,22,del,4,unbalanced,1820
1,q,22,del,2,unbalanced,3111
1,q,22,del,2,unbalanced,3121
1,q,22,del,2,unbalanced,8710
1,q,22,del,2,unbalanced,1602
1,p,22,der,2,unbalanced,1101
1,p,22,der,2,unbalanced,1101
1,p,22,der,5,unbalanced,8136
1,p,22,der,2,unbalanced,1101
1,q,22,der,2,unbalanced,1101
1,p,22,der,2,unbalanced,1101
1,q,22,der,2,unbalanced,1602
1,p,22,der,2,unbalanced,1113
1,p,22,del,2,unbalanced,1702
1,p,22,dup,2,unbalanced,1020
1,p,22,del,4,unbalanced,1820
1,p,22,del,10,unbalanced,1702
1,p,22,del,3,unbalanced,8304
1,p,22,del,2,unbalanced,8522
1,p,22,del,4,unbalanced,8804
1,p,22,del,2,unbalanced,8810
1,p,22,del,2,unbalanced,8816
1,p,22,del,15,unbalanced,1702
1,p,22,del,2,unbalanced,1808
1,p,22,del,2,unbalanced,1104
1,p,22,del,4,unbalanced,1702
1,p,22,del,2,unbalanced,1808
1,p,22,del,2,unbalanced,1101
1,p,22,del,6,unbalanced,1602
1,p,22,del,14,unbalanced,1702
1,p,22,del,2,unbalanced,1808
1,p,22,del,2,unbalanced,1820
1,p,22,del,6,unbalanced,1702
1,p,22,del,2,unbalanced,1602
1,p,22,del,4,unbalanced,1702
1,p,22,del,3,unbalanced,1808
1,p,22,del,2,unbalanced,1101
1,p,22,del,3,unbalanced,1602
1,p,22,del,7,unbalanced,1808
1,p,22,dup,2,unbalanced,1602
1,p,22,dup,3,unbalanced,1810
1,q,22,dup,2,unbalanced,1602
1,q,23,del,2,unbalanced,1602
1,q,23,del,3,unbalanced,1702
1,q,23,del,2,unbalanced,1801
1,q,23,del,2,unbalanced,1802
1,q,23,del,2,unbalanced,1810
1,q,23,del,2,unbalanced,1820
1,q,23,del,2,unbalanced,3111
1,q,23,del,4,unbalanced,3111
1,q,23,del,8,unbalanced,3111
1,q,23,del,2,unbalanced,8810
1,q,23,der,2,unbalanced,1801
1,q,23,der,3,unbalanced,1810
1,q,23,der,2,unbalanced,1108
1,q,23,der,2,unbalanced,1113
1,q,23,der,2,unbalanced,1822
1,q,23,der,2,unbalanced,1820
1,q,23,der,2,unbalanced,1602
1,q,23,der,3,unbalanced,1020
1,q,23,der,313,unbalanced,1602
1,q,23,der,2,unbalanced,1810
1,q,23,der,5,unbalanced,1822
1,q,23,del,2,unbalanced,1108
1,q,23,add,2,unbalanced,8810
1,q,23,add,2,unbalanced,8541
1,q,23,add,3,unbalanced,3111
1,q,22,dup,2,unbalanced,1822
1,q,22,dup,2,unbalanced,1602
1,q,22,dup,3,unbalanced,1602
1,q,22,dup,2,unbalanced,1820
1,q,23,t,2,balanced,1401
1,q,23,t,2,balanced,1602
1,q,23,t,2,balanced,1602
1,q,23,t,2,balanced,1203
1,q,23,t,2,balanced,1101
1,q,23,t,2,balanced,1104
1,p,22,del,2,unbalanced,8037
1,q,23,t,2,balanced,1802
1,q,23,t,2,balanced,1602
1,q,23,t,204,balanced,1602
1,q,23,t,2,balanced,1810
1,q,23,t,6,balanced,1822
1,q,23,t,3,balanced,1602
1,q,23,t,2,balanced,3111
1,q,23,t,2,balanced,8519
1,q,23,add,2,unbalanced,1602
1,q,23,add,3,unbalanced,1820
1,q,23,add,2,unbalanced,1926
1,q,23,t,2,balanced,1602
1,p,21,del,2,unbalanced,3111
1,p,22,del,2,unbalanced,6011
1,p,22,del,2,unbalanced,6011
1,p,22,t,2,balanced,8522
1,p,22,t,2,balanced,1101
1,p,22,t,3,balanced,1203
1,p,22,t,2,balanced,8136
1,q,22,t,2,balanced,1926
1,p,22,t,2,balanced,1602
1,p,22,t,2,balanced,1812
1,p,22,t,3,balanced,1812
1,p,22,t,2,balanced,1820
1,q,22,t,2,balanced,1602
1,p,22,t,2,balanced,1926
1,p,22,t,2,balanced,1104
1,p,22,add,5,unbalanced,1101
1,p,22,add,4,unbalanced,1104
1,p,22,add,5,unbalanced,1202
1,p,22,add,8,unbalanced,1602
1,p,22,add,11,unbalanced,1702
1,p,22,add,2,unbalanced,1801
1,p,22,add,3,unbalanced,1808
1,p,22,add,5,unbalanced,1810
1,p,22,add,8,unbalanced,1820
1,p,22,t,2,balanced,3121
1,p,22,add,3,unbalanced,3111
1,p,22,inv,2,balanced,3111
1,p,22,ins,2,balanced,1702
1,q,21,dup,2,unbalanced,1505
1,q,21,dup,16,unbalanced,1602
1,q,21,dup,3,unbalanced,1810
1,q,21,dup,4,unbalanced,1822
1,q,21,dup,2,unbalanced,1926
1,q,21,dup,3,unbalanced,1101
1,q,21,dup,2,unbalanced,1202
1,q,21,dup,4,unbalanced,1402
1,q,21,dup,24,unbalanced,1602
1,q,21,dup,2,unbalanced,1702
1,q,21,dup,3,unbalanced,1801
1,q,21,dup,2,unbalanced,1810
1,q,21,dup,2,unbalanced,1820
1,q,21,dup,4,unbalanced,1822
1,q,21,dup,2,unbalanced,1922
1,q,21,dup,3,unbalanced,3111
1,q,21,dup,2,unbalanced,1202
1,q,21,dup,2,unbalanced,1822
1,q,21,dup,7,unbalanced,1602
1,q,21,trp,3,unbalanced,1602
1,q,21,trp,2,unbalanced,1602
1,p,22,inv,2,balanced,1820
1,p,22,add,5,unbalanced,3111
1,p,22,add,7,unbalanced,3111
1,p,22,add,2,unbalanced,3121
1,p,22,del,8,unbalanced,3111
1,p,22,del,2,unbalanced,3111
1,p,22,del,5,unbalanced,3111
1,p,22,del,4,unbalanced,3111
1,p,22,del,9,unbalanced,3111
1,p,22,del,5,unbalanced,3111
1,p,22,del,21,unbalanced,3111
1,p,22,del,3,unbalanced,3111
1,p,22,del,2,unbalanced,3121
1,p,22,del,4,unbalanced,3121
1,p,22,del,2,unbalanced,3121
1,p,22,del,2,unbalanced,3121
1,p,22,del,4,unbalanced,3131
1,p,22,del,5,unbalanced,3135
1,p,22,del,2,unbalanced,3141
1,p,22,del,2,unbalanced,3903
1,p,22,del,5,unbalanced,3903
1,p,22,del,2,unbalanced,5103
1,p,22,del,2,unbalanced,5104
1,p,22,del,8,unbalanced,5213
1,p,22,del,2,unbalanced,5213
1,p,22,del,2,unbalanced,3104
1,p,22,del,7,unbalanced,3102
1,p,22,del,2,unbalanced,1822
1,p,22,del,10,unbalanced,1820
1,p,22,add,4,unbalanced,3902
1,p,22,add,2,unbalanced,3903
1,p,22,add,2,unbalanced,5199
1,p,22,add,3,unbalanced,5213
1,p,22,add,7,unbalanced,5213
1,p,22,add,3,unbalanced,5213
1,p,22,add,2,unbalanced,8310
1,p,22,add,3,unbalanced,8810
1,q,22,add,2,unbalanced,1702
1,q,22,add,2,unbalanced,1802
1,p,22,del,4,unbalanced,6011
1,p,22,del,15,unbalanced,1101
1,p,22,del,3,unbalanced,1108
1,p,22,del,3,unbalanced,1112
1,p,22,del,3,unbalanced,1202
1,p,22,del,2,unbalanced,1501
1,p,22,del,2,unbalanced,1509
1,p,22,del,2,unbalanced,1521
1,p,22,del,8,unbalanced,1602
1,p,22,del,9,unbalanced,1702
1,p,22,del,6,unbalanced,1801
1,p,22,del,9,unbalanced,1810
1,p,22,del,4,unbalanced,1103
1,p,21,del,3,unbalanced,3111
1,p,21,del,2,unbalanced,2005
1,p,21,del,10,unbalanced,1820
1,q,12,der,2,unbalanced,1702
1,q,12,der,4,unbalanced,1702
1,q,12,der,5,unbalanced,1702
1,q,12,der,2,unbalanced,1820
1,q,12,der,14,unbalanced,1702
1,q,12,der,4,unbalanced,3135
1,q,12,der,10,unbalanced,8740
1,q,12,der,4,unbalanced,1602
1,q,12,der,5,unbalanced,1702
1,q,12,der,2,unbalanced,8740
1,q,12,der,2,unbalanced,1602
1,q,12,der,3,unbalanced,1702
1,q,12,der,2,unbalanced,1602
1,q,12,der,2,unbalanced,1702
1,q,12,der,2,unbalanced,1810
1,q,12,der,2,unbalanced,1104
1,q,12,der,3,unbalanced,1702
1,q,12,der,2,unbalanced,1835
1,q,12,der,7,unbalanced,1702
1,q,12,der,3,unbalanced,1602
1,q,12,der,4,unbalanced,1702
1,q,12,der,2,unbalanced,1602
1,q,12,der,4,unbalanced,1702
1,q,12,der,2,unbalanced,1702
1,q,12,der,2,unbalanced,1507
1,q,12,der,2,unbalanced,1702
1,q,12,der,2,unbalanced,1602
1,q,12,der,3,unbalanced,1702
1,q,12,der,3,unbalanced,1702
1,q,12,der,7,unbalanced,3111
1,q,12,der,2,unbalanced,1101
1,q,12,der,2,unbalanced,1702
1,q,12,der,2,unbalanced,1702
1,q,12,der,4,unbalanced,1402
1,q,12,der,2,unbalanced,1702
1,q,12,der,4,unbalanced,1702
1,q,12,der,2,unbalanced,1702
1,q,12,der,7,unbalanced,1702
1,q,12,der,2,unbalanced,1702
1,q,12,der,4,unbalanced,1702
1,q,12,der,2,unbalanced,3141
1,q,12,der,2,unbalanced,1702
1,q,12,der,2,unbalanced,1922
1,q,12,der,2,unbalanced,1702
1,q,12,der,2,unbalanced,3135
1,q,12,der,2,unbalanced,5211
1,q,12,der,3,unbalanced,1602
1,q,12,der,7,unbalanced,1702
1,q,12,der,2,unbalanced,5211
1,q,12,der,3,unbalanced,1702
1,q,12,dup,2,unbalanced,1702
1,q,12,dup,7,unbalanced,1602
1,q,12,dup,3,unbalanced,1702
1,q,12,dup,2,unbalanced,1820
1,q,12,dup,4,unbalanced,1602
1,q,12,dup,2,unbalanced,1702
1,q,12,dup,7,unbalanced,1602
1,q,12,dup,5,unbalanced,1702
1,q,12,dup,2,unbalanced,1802
1,q,12,dup,2,unbalanced,1822
1,p,12,idic,2,unbalanced,1602
1,p,13,inv,2,balanced,1602
1,p,13,t,2,balanced,8204
1,p,13,t,2,balanced,1304
1,p,13,t,2,balanced,1602
1,p,13,t,8,balanced,1702
1,p,13,t,2,balanced,1104
1,p,13,t,4,balanced,1602
1,p,13,t,65,balanced,1113
1,p,13,add,14,unbalanced,1101
1,p,13,add,2,unbalanced,1112
1,q,12,dup,2,unbalanced,1908
1,q,12,dup,7,unbalanced,1822
1,q,12,dup,3,unbalanced,1820
1,q,12,dup,2,unbalanced,1810
1,q,12,der,2,unbalanced,1602
1,q,12,der,4,unbalanced,1702
1,q,12,der,2,unbalanced,1602
1,q,12,der,2,unbalanced,1602
1,q,12,der,3,unbalanced,1702
1,q,12,der,4,unbalanced,1702
1,q,12,der,2,unbalanced,1810
1,q,12,der,3,unbalanced,1702
1,q,12,der,2,unbalanced,1107
1,p,12,dic,2,unbalanced,1602
1,q,12,der,2,unbalanced,1702
1,q,12,dup,2,unbalanced,1810
1,q,12,dup,3,unbalanced,1702
1,q,12,dup,4,unbalanced,1801
1,q,12,dup,2,unbalanced,1810
1,q,12,dup,4,unbalanced,1822
1,q,12,dup,5,unbalanced,1702
1,q,12,dup,2,unbalanced,1802
1,q,12,dup,2,unbalanced,1810
1,q,12,dup,3,unbalanced,1822
1,q,12,dup,11,unbalanced,1602
1,q,12,dup,3,unbalanced,1801
1,q,12,dup,3,unbalanced,1602
1,p,13,add,3,unbalanced,1113
1,q,12,der,2,unbalanced,1702
1,q,12,der,2,unbalanced,1820
1,q,12,add,2,unbalanced,3111
1,q,12,add,3,unbalanced,3111
1,q,12,add,3,unbalanced,3111
1,q,12,add,2,unbalanced,3121
1,q,12,add,2,unbalanced,8307
1,q,12,add,3,unbalanced,8310
1,q,12,add,2,unbalanced,8541
1,q,12,add,2,unbalanced,8710
1,p,12,del,2,unbalanced,1602
1,p,12,del,12,unbalanced,1702
1,p,12,del,3,unbalanced,1810
1,p,12,del,3,unbalanced,1820
1,p,12,del,2,unbalanced,3111
1,p,12,del,2,unbalanced,3111
1,p,12,del,2,unbalanced,3111
1,p,12,del,5,unbalanced,3111
1,p,12,del,6,unbalanced,3111
1,p,12,del,3,unbalanced,3121
1,p,12,del,6,unbalanced,8804
1,p,12,del,5,unbalanced,1702
1,p,12,del,2,unbalanced,1104
1,q,12,add,2,unbalanced,1820
1,p,12,del,4,unbalanced,1702
1,q,12,add,7,unbalanced,1702
1,q,12,add,2,unbalanced,1112
1,q,11,i,2,unbalanced,1101
1,p,12,t,2,balanced,1802
1,p,12,t,2,balanced,1702
1,q,12,t,2,balanced,1810
1,q,12,t,2,balanced,1602
1,p,12,t,2,balanced,1802
1,q,12,t,2,balanced,6011
1,p,12,add,2,unbalanced,1112
1,p,12,add,3,unbalanced,1602
1,p,12,add,7,unbalanced,1702
1,p,12,add,2,unbalanced,1801
1,p,12,add,2,unbalanced,1802
1,p,12,add,2,unbalanced,1810
1,p,12,add,2,unbalanced,1926
1,p,12,add,2,unbalanced,3111
1,p,12,add,7,unbalanced,3111
1,p,12,add,2,unbalanced,3135
1,p,12,add,2,unbalanced,5213
1,p,12,add,2,unbalanced,8804
1,p,12,add,2,unbalanced,8810
1,q,12,add,4,unbalanced,1101
1,q,12,add,3,unbalanced,1501
1,p,12,del,2,unbalanced,1808
1,p,12,del,12,unbalanced,1702
1,p,12,del,2,unbalanced,1808
1,q,12,der,2,unbalanced,1702
1,q,12,der,2,unbalanced,1602
1,q,12,der,3,unbalanced,1702
1,q,12,der,2,unbalanced,3111
1,p,12,der,2,unbalanced,3121
1,p,12,der,2,unbalanced,1107
1,q,12,der,2,unbalanced,1104
1,q,12,der,2,unbalanced,1101
1,q,12,der,3,unbalanced,1702
1,q,12,der,2,unbalanced,1602
1,q,12,der,5,unbalanced,1702
1,q,12,der,2,unbalanced,3141
1,q,12,der,3,unbalanced,1702
1,q,12,der,3,unbalanced,1702
1,q,12,der,2,unbalanced,1602
1,q,12,der,2,unbalanced,1702
1,q,12,der,2,unbalanced,3141
1,q,12,der,5,unbalanced,3141
1,q,12,der,4,unbalanced,1702
1,q,12,der,2,unbalanced,1801
1,q,12,der,4,unbalanced,1810
1,q,12,der,2,unbalanced,8137
1,q,12,del,3,unbalanced,8810
1,q,12,del,4,unbalanced,8710
1,q,12,del,5,unbalanced,8310
1,p,12,del,3,unbalanced,8810
1,p,12,del,3,unbalanced,1702
1,q,12,del,2,unbalanced,1107
1,q,12,del,2,unbalanced,1202
1,q,12,del,3,unbalanced,1602
1,q,12,del,6,unbalanced,1702
1,q,12,del,3,unbalanced,1801
1,q,12,del,2,unbalanced,1802
1,q,12,del,3,unbalanced,1820
1,q,12,del,3,unbalanced,3104
1,q,12,der,2,unbalanced,1702
1,q,12,del,2,unbalanced,3111
1,q,12,del,2,unbalanced,3111
1,q,12,del,2,unbalanced,3111
1,q,12,del,12,unbalanced,3111
1,q,12,del,3,unbalanced,3111
1,q,12,del,5,unbalanced,3111
1,q,12,del,4,unbalanced,3121
1,q,12,del,2,unbalanced,3131
1,q,12,del,2,unbalanced,3141
1,q,12,del,3,unbalanced,5104
1,q,12,del,5,unbalanced,8137
1,q,12,del,5,unbalanced,3111
1,q,23,der,6,unbalanced,1602
1,p,13,add,3,unbalanced,1202
1,p,13,add,9,unbalanced,1602
1,q,21,t,14,balanced,1107
1,q,21,t,5,balanced,1108
1,q,21,t,2,balanced,1110
1,q,21,t,2,balanced,1602
1,q,21,t,3,balanced,1602
1,q,21,t,2,balanced,1602
1,q,21,t,2,balanced,1801
1,q,21,t,2,balanced,1810
1,q,21,t,4,balanced,1820
1,q,21,t,3,balanced,6011
1,q,21,t,2,balanced,1702
1,q,21,t,2,balanced,3111
1,q,21,t,2,balanced,1602
1,q,21,t,10,balanced,1602
1,q,21,t,2,balanced,8804
1,q,21,t,6,balanced,1602
1,q,21,t,4,balanced,1202
1,q,21,t,2,balanced,1801
1,q,21,t,3,balanced,1810
1,q,21,t,30,balanced,3111
1,p,21,t,2,balanced,1810
1,q,21,t,2,balanced,1104
1,q,21,t,2,balanced,1822
1,q,21,t,3,balanced,1103
1,q,21,t,2,balanced,1802
1,p,13,dic,2,unbalanced,8804
1,p,13,dup,2,unbalanced,1801
1,p,13,idic,2,unbalanced,5213
1,q,44,dup,3,unbalanced,1113
1,q,21,ins,2,balanced,1702
1,q,21,inv,2,balanced,1820
1,q,21,inv,2,balanced,1104
1,q,21,inv,2,balanced,1202
1,q,21,inv,2,balanced,1702
1,q,21,inv,2,balanced,3111
1,q,21,inv,2,balanced,1101
1,q,21,inv,2,balanced,8304
1,q,21,t,2,balanced,1810
1,q,21,t,2,balanced,1101
1,q,21,t,2,balanced,1101
1,q,21,t,2,balanced,1802
1,q,21,t,2,balanced,1602
1,q,21,t,2,balanced,1113
1,p,21,t,3,balanced,1702
1,q,21,t,11,balanced,1203
1,q,21,t,2,balanced,1802
1,q,21,t,5,balanced,1101
1,p,21,add,5,unbalanced,1101
1,p,21,add,2,unbalanced,1702
1,p,21,add,4,unbalanced,1820
1,q,21,add,2,unbalanced,3121
1,q,21,add,2,unbalanced,3902
1,q,21,add,5,unbalanced,3903
1,q,21,add,2,unbalanced,3905
1,q,21,add,3,unbalanced,5104
1,q,21,add,4,unbalanced,5213
1,q,21,add,3,unbalanced,8031
1,q,21,add,2,unbalanced,8031
1,q,21,add,5,unbalanced,8137
1,q,21,add,8,unbalanced,8310
1,q,21,add,5,unbalanced,8516
1,q,21,add,9,unbalanced,8541
1,q,21,add,4,unbalanced,8710
1,q,21,add,2,unbalanced,8810
1,q,21,add,2,unbalanced,9029
1,p,21,del,3,unbalanced,1101
1,p,21,del,2,unbalanced,1509
1,p,21,del,5,unbalanced,1602
1,p,21,del,16,unbalanced,1702
1,p,21,del,2,unbalanced,1802
1,p,21,del,3,unbalanced,1808
1,q,21,add,4,unbalanced,3121
1,q,21,add,3,unbalanced,3111
1,q,21,add,4,unbalanced,3111
1,q,21,add,2,unbalanced,3111
1,p,21,add,2,unbalanced,8810
1,q,21,add,14,unbalanced,1101
1,q,21,add,2,unbalanced,1104
1,q,21,add,2,unbalanced,1106
1,q,21,add,2,unbalanced,1112
1,q,21,add,5,unbalanced,1501
1,q,21,add,2,unbalanced,1509
1,q,21,add,6,unbalanced,1602
1,q,21,add,15,unbalanced,1702
1,q,21,add,4,unbalanced,1801
1,p,13,dic,2,unbalanced,8810
1,q,21,add,11,unbalanced,1802
1,q,21,add,10,unbalanced,1810
1,q,21,add,12,unbalanced,1820
1,q,21,add,2,unbalanced,1822
1,q,21,add,2,unbalanced,1901
1,q,21,add,2,unbalanced,1902
1,q,21,add,2,unbalanced,1926
1,q,21,add,3,unbalanced,3111
1,q,21,add,2,unbalanced,3111
1,q,21,add,2,unbalanced,3111
1,q,21,add,2,unbalanced,3111
1,q,21,add,6,unbalanced,1808
1,p,13,add,6,unbalanced,1501
1,p,13,der,2,unbalanced,1113
1,p,13,der,2,unbalanced,1602
1,p,13,add,5,unbalanced,8810
1,p,13,del,8,unbalanced,1101
1,p,13,del,2,unbalanced,1102
1,p,13,del,2,unbalanced,1103
1,p,13,del,3,unbalanced,1104
1,p,13,del,2,unbalanced,1107
1,p,13,del,4,unbalanced,1108
1,p,13,del,3,unbalanced,1109
1,p,13,del,2,unbalanced,1112
1,p,13,del,2,unbalanced,1202
1,p,13,del,2,unbalanced,1505
1,p,13,del,8,unbalanced,1602
1,p,13,del,32,unbalanced,1702
1,p,13,del,4,unbalanced,1708
1,p,13,del,4,unbalanced,1801
1,p,13,del,4,unbalanced,1802
1,p,13,del,6,unbalanced,1810
1,p,13,del,15,unbalanced,1820
1,p,13,del,2,unbalanced,1822
1,p,13,del,2,unbalanced,1901
1,p,13,del,2,unbalanced,1908
1,p,13,add,2,unbalanced,8804
1,p,13,del,2,unbalanced,3102
1,p,13,add,3,unbalanced,8516
1,p,13,add,3,unbalanced,8310
1,p,13,add,36,unbalanced,1702
1,p,13,add,2,unbalanced,1801
1,p,13,add,2,unbalanced,1808
1,p,13,add,6,unbalanced,1810
1,p,13,add,10,unbalanced,1820
1,p,13,add,3,unbalanced,1926
